MCC,MWT Cat Mapping,sub_category,Master Category,Citi Bank Category
6051,QUASI CASH,Payments,Transfer out,Miscellaneous Stores
6052,not provided,Others,Transfer out,Miscellaneous Stores
6053,not provided,Others,Transfer out,Miscellaneous Stores
6054,not provided,Others,Transfer out,Miscellaneous Stores
6055,not provided,Others,Transfer out,Miscellaneous Stores
6056,not provided,Others,Transfer out,Miscellaneous Stores
6057,not provided,Others,Transfer out,Miscellaneous Stores
6058,not provided,Others,Transfer out,Miscellaneous Stores
6059,not provided,Others,Transfer out,Miscellaneous Stores
6060,not provided,Others,Transfer out,Miscellaneous Stores
6061,not provided,Others,Transfer out,Miscellaneous Stores
6062,not provided,Others,Transfer out,Miscellaneous Stores
6063,not provided,Others,Transfer out,Miscellaneous Stores
6064,not provided,Others,Transfer out,Miscellaneous Stores
6065,not provided,Others,Transfer out,Miscellaneous Stores
6066,not provided,Others,Transfer out,Miscellaneous Stores
6067,not provided,Others,Transfer out,Miscellaneous Stores
6068,not provided,Others,Transfer out,Miscellaneous Stores
6069,not provided,Others,Transfer out,Miscellaneous Stores
6070,not provided,Others,Transfer out,Miscellaneous Stores
6071,not provided,Others,Transfer out,Miscellaneous Stores
6072,not provided,Others,Transfer out,Miscellaneous Stores
6073,not provided,Others,Transfer out,Miscellaneous Stores
6074,not provided,Others,Transfer out,Miscellaneous Stores
6075,not provided,Others,Transfer out,Miscellaneous Stores
6076,not provided,Others,Transfer out,Miscellaneous Stores
6077,not provided,Others,Transfer out,Miscellaneous Stores
6078,not provided,Others,Transfer out,Miscellaneous Stores
6079,not provided,Others,Transfer out,Miscellaneous Stores
6080,not provided,Others,Transfer out,Miscellaneous Stores
6081,not provided,Others,Transfer out,Miscellaneous Stores
6082,not provided,Others,Transfer out,Miscellaneous Stores
6083,not provided,Others,Transfer out,Miscellaneous Stores
6084,not provided,Others,Transfer out,Miscellaneous Stores
6085,not provided,Others,Transfer out,Miscellaneous Stores
6086,not provided,Others,Transfer out,Miscellaneous Stores
6087,not provided,Others,Transfer out,Miscellaneous Stores
6088,not provided,Others,Transfer out,Miscellaneous Stores
6089,not provided,Others,Transfer out,Miscellaneous Stores
6090,not provided,Others,Transfer out,Miscellaneous Stores
6091,not provided,Others,Transfer out,Miscellaneous Stores
6092,not provided,Others,Transfer out,Miscellaneous Stores
6093,not provided,Others,Transfer out,Miscellaneous Stores
6094,not provided,Others,Transfer out,Miscellaneous Stores
6095,not provided,Others,Transfer out,Miscellaneous Stores
6096,not provided,Others,Transfer out,Miscellaneous Stores
6097,not provided,Others,Transfer out,Miscellaneous Stores
6098,not provided,Others,Transfer out,Miscellaneous Stores
6099,not provided,Others,Transfer out,Miscellaneous Stores
6100,not provided,Others,Transfer out,Miscellaneous Stores
6101,not provided,Others,Transfer out,Miscellaneous Stores
6102,not provided,Others,Transfer out,Miscellaneous Stores
6103,not provided,Others,Transfer out,Miscellaneous Stores
6104,not provided,Others,Transfer out,Miscellaneous Stores
6105,not provided,Others,Transfer out,Miscellaneous Stores
6106,not provided,Others,Transfer out,Miscellaneous Stores
6107,not provided,Others,Transfer out,Miscellaneous Stores
6108,not provided,Others,Transfer out,Miscellaneous Stores
6109,not provided,Others,Transfer out,Miscellaneous Stores
6110,not provided,Others,Transfer out,Miscellaneous Stores
6111,not provided,Others,Transfer out,Miscellaneous Stores
6112,not provided,Others,Transfer out,Miscellaneous Stores
6113,not provided,Others,Transfer out,Miscellaneous Stores
6114,not provided,Others,Transfer out,Miscellaneous Stores
6115,not provided,Others,Transfer out,Miscellaneous Stores
6116,not provided,Others,Transfer out,Miscellaneous Stores
6117,not provided,Others,Transfer out,Miscellaneous Stores
6118,not provided,Others,Transfer out,Miscellaneous Stores
6119,not provided,Others,Transfer out,Miscellaneous Stores
6120,not provided,Others,Transfer out,Miscellaneous Stores
6121,not provided,Others,Transfer out,Miscellaneous Stores
6122,not provided,Others,Transfer out,Miscellaneous Stores
6123,not provided,Others,Transfer out,Miscellaneous Stores
6124,not provided,Others,Transfer out,Miscellaneous Stores
6125,not provided,Others,Transfer out,Miscellaneous Stores
6126,not provided,Others,Transfer out,Miscellaneous Stores
6127,not provided,Others,Transfer out,Miscellaneous Stores
6128,not provided,Others,Transfer out,Miscellaneous Stores
6129,not provided,Others,Transfer out,Miscellaneous Stores
6130,not provided,Others,Transfer out,Miscellaneous Stores
6131,not provided,Others,Transfer out,Miscellaneous Stores
6132,not provided,Others,Transfer out,Miscellaneous Stores
6133,not provided,Others,Transfer out,Miscellaneous Stores
6134,not provided,Others,Transfer out,Miscellaneous Stores
6135,not provided,Others,Transfer out,Miscellaneous Stores
6136,not provided,Others,Transfer out,Miscellaneous Stores
6137,not provided,Others,Transfer out,Miscellaneous Stores
6138,not provided,Others,Transfer out,Miscellaneous Stores
6139,not provided,Others,Transfer out,Miscellaneous Stores
6140,not provided,Others,Transfer out,Miscellaneous Stores
6141,not provided,Others,Transfer out,Miscellaneous Stores
6142,not provided,Others,Transfer out,Miscellaneous Stores
6143,not provided,Others,Transfer out,Miscellaneous Stores
6144,not provided,Others,Transfer out,Miscellaneous Stores
6145,not provided,Others,Transfer out,Miscellaneous Stores
6146,not provided,Others,Transfer out,Miscellaneous Stores
6147,not provided,Others,Transfer out,Miscellaneous Stores
6148,not provided,Others,Transfer out,Miscellaneous Stores
6149,not provided,Others,Transfer out,Miscellaneous Stores
6150,not provided,Others,Transfer out,Miscellaneous Stores
6151,not provided,Others,Transfer out,Miscellaneous Stores
6152,not provided,Others,Transfer out,Miscellaneous Stores
6153,not provided,Others,Transfer out,Miscellaneous Stores
6154,not provided,Others,Transfer out,Miscellaneous Stores
6155,not provided,Others,Transfer out,Miscellaneous Stores
6156,not provided,Others,Transfer out,Miscellaneous Stores
6157,not provided,Others,Transfer out,Miscellaneous Stores
6158,not provided,Others,Transfer out,Miscellaneous Stores
6159,not provided,Others,Transfer out,Miscellaneous Stores
6160,not provided,Others,Transfer out,Miscellaneous Stores
6161,not provided,Others,Transfer out,Miscellaneous Stores
6162,not provided,Others,Transfer out,Miscellaneous Stores
6163,not provided,Others,Transfer out,Miscellaneous Stores
6164,not provided,Others,Transfer out,Miscellaneous Stores
6165,not provided,Others,Transfer out,Miscellaneous Stores
6166,not provided,Others,Transfer out,Miscellaneous Stores
6167,not provided,Others,Transfer out,Miscellaneous Stores
6168,not provided,Others,Transfer out,Miscellaneous Stores
6169,not provided,Others,Transfer out,Miscellaneous Stores
6170,not provided,Others,Transfer out,Miscellaneous Stores
6171,not provided,Others,Transfer out,Miscellaneous Stores
6172,not provided,Others,Transfer out,Miscellaneous Stores
6173,not provided,Others,Transfer out,Miscellaneous Stores
6174,not provided,Others,Transfer out,Miscellaneous Stores
6175,not provided,Others,Transfer out,Miscellaneous Stores
6176,not provided,Others,Transfer out,Miscellaneous Stores
6177,not provided,Others,Transfer out,Miscellaneous Stores
6178,not provided,Others,Transfer out,Miscellaneous Stores
6179,not provided,Others,Transfer out,Miscellaneous Stores
6180,not provided,Others,Transfer out,Miscellaneous Stores
6181,not provided,Others,Transfer out,Miscellaneous Stores
6182,not provided,Others,Transfer out,Miscellaneous Stores
6183,not provided,Others,Transfer out,Miscellaneous Stores
6184,not provided,Others,Transfer out,Miscellaneous Stores
6185,not provided,Others,Transfer out,Miscellaneous Stores
6186,not provided,Others,Transfer out,Miscellaneous Stores
6187,not provided,Others,Transfer out,Miscellaneous Stores
6188,not provided,Others,Transfer out,Miscellaneous Stores
6189,not provided,Others,Transfer out,Miscellaneous Stores
6190,not provided,Others,Transfer out,Miscellaneous Stores
6191,not provided,Others,Transfer out,Miscellaneous Stores
6192,not provided,Others,Transfer out,Miscellaneous Stores
6193,not provided,Others,Transfer out,Miscellaneous Stores
6194,not provided,Others,Transfer out,Miscellaneous Stores
6195,not provided,Others,Transfer out,Miscellaneous Stores
6196,not provided,Others,Transfer out,Miscellaneous Stores
6197,not provided,Others,Transfer out,Miscellaneous Stores
6198,not provided,Others,Transfer out,Miscellaneous Stores
6199,not provided,Others,Transfer out,Miscellaneous Stores
6200,not provided,Others,Transfer out,Miscellaneous Stores
6201,not provided,Others,Transfer out,Miscellaneous Stores
6202,not provided,Others,Transfer out,Miscellaneous Stores
6203,not provided,Others,Transfer out,Miscellaneous Stores
6204,not provided,Others,Transfer out,Miscellaneous Stores
6205,not provided,Others,Transfer out,Miscellaneous Stores
6206,not provided,Others,Transfer out,Miscellaneous Stores
6207,not provided,Others,Transfer out,Miscellaneous Stores
6208,not provided,Others,Transfer out,Miscellaneous Stores
6209,not provided,Others,Transfer out,Miscellaneous Stores
6210,not provided,Others,Transfer out,Miscellaneous Stores
6211,SECURITY BROKERS/DEALERS,Others,Investment Expense,Miscellaneous Stores
6212,not provided,Others,Transfer out,Miscellaneous Stores
6213,not provided,Others,Transfer out,Miscellaneous Stores
6214,not provided,Others,Transfer out,Miscellaneous Stores
6215,not provided,Others,Transfer out,Miscellaneous Stores
6216,not provided,Others,Transfer out,Miscellaneous Stores
6217,not provided,Others,Transfer out,Miscellaneous Stores
6218,not provided,Others,Transfer out,Miscellaneous Stores
6219,not provided,Others,Transfer out,Miscellaneous Stores
6220,not provided,Others,Transfer out,Miscellaneous Stores
6221,not provided,Others,Transfer out,Miscellaneous Stores
6222,not provided,Others,Transfer out,Miscellaneous Stores
6223,not provided,Others,Transfer out,Miscellaneous Stores
6224,not provided,Others,Transfer out,Miscellaneous Stores
6225,not provided,Others,Transfer out,Miscellaneous Stores
6226,not provided,Others,Transfer out,Miscellaneous Stores
6227,not provided,Others,Transfer out,Miscellaneous Stores
6228,not provided,Others,Transfer out,Miscellaneous Stores
6229,not provided,Others,Transfer out,Miscellaneous Stores
6230,not provided,Others,Transfer out,Miscellaneous Stores
6231,not provided,Others,Transfer out,Miscellaneous Stores
6232,not provided,Others,Transfer out,Miscellaneous Stores
6233,not provided,Others,Transfer out,Miscellaneous Stores
6234,not provided,Others,Transfer out,Miscellaneous Stores
6235,not provided,Others,Transfer out,Miscellaneous Stores
6236,not provided,Others,Transfer out,Miscellaneous Stores
6237,not provided,Others,Transfer out,Miscellaneous Stores
6238,not provided,Others,Transfer out,Miscellaneous Stores
6239,not provided,Others,Transfer out,Miscellaneous Stores
6240,not provided,Others,Transfer out,Miscellaneous Stores
6241,not provided,Others,Transfer out,Miscellaneous Stores
6242,not provided,Others,Transfer out,Miscellaneous Stores
6243,not provided,Others,Transfer out,Miscellaneous Stores
6244,not provided,Others,Transfer out,Miscellaneous Stores
6245,not provided,Others,Transfer out,Miscellaneous Stores
6246,not provided,Others,Transfer out,Miscellaneous Stores
6247,not provided,Others,Transfer out,Miscellaneous Stores
6248,not provided,Others,Transfer out,Miscellaneous Stores
6249,not provided,Others,Transfer out,Miscellaneous Stores
6250,not provided,Others,Transfer out,Miscellaneous Stores
6251,not provided,Others,Transfer out,Miscellaneous Stores
6252,not provided,Others,Transfer out,Miscellaneous Stores
6253,not provided,Others,Transfer out,Miscellaneous Stores
6254,not provided,Others,Transfer out,Miscellaneous Stores
6255,not provided,Others,Transfer out,Miscellaneous Stores
6256,not provided,Others,Transfer out,Miscellaneous Stores
6257,not provided,Others,Transfer out,Miscellaneous Stores
6258,not provided,Others,Transfer out,Miscellaneous Stores
6259,not provided,Others,Transfer out,Miscellaneous Stores
6260,not provided,Others,Transfer out,Miscellaneous Stores
6261,not provided,Others,Transfer out,Miscellaneous Stores
6262,not provided,Others,Transfer out,Miscellaneous Stores
6263,not provided,Others,Transfer out,Miscellaneous Stores
6264,not provided,Others,Transfer out,Miscellaneous Stores
6265,not provided,Others,Transfer out,Miscellaneous Stores
6266,not provided,Others,Transfer out,Miscellaneous Stores
6267,not provided,Others,Transfer out,Miscellaneous Stores
6268,not provided,Others,Transfer out,Miscellaneous Stores
6269,not provided,Others,Transfer out,Miscellaneous Stores
6270,not provided,Others,Transfer out,Miscellaneous Stores
6271,not provided,Others,Transfer out,Miscellaneous Stores
6272,not provided,Others,Transfer out,Miscellaneous Stores
6273,not provided,Others,Transfer out,Miscellaneous Stores
6274,not provided,Others,Transfer out,Miscellaneous Stores
6275,not provided,Others,Transfer out,Miscellaneous Stores
6276,not provided,Others,Transfer out,Miscellaneous Stores
6277,not provided,Others,Transfer out,Miscellaneous Stores
6278,not provided,Others,Transfer out,Miscellaneous Stores
6279,not provided,Others,Transfer out,Miscellaneous Stores
6280,not provided,Others,Transfer out,Miscellaneous Stores
6281,not provided,Others,Transfer out,Miscellaneous Stores
6282,not provided,Others,Transfer out,Miscellaneous Stores
6283,not provided,Others,Transfer out,Miscellaneous Stores
6284,not provided,Others,Transfer out,Miscellaneous Stores
6285,not provided,Others,Transfer out,Miscellaneous Stores
6286,not provided,Others,Transfer out,Miscellaneous Stores
6287,not provided,Others,Transfer out,Miscellaneous Stores
6288,not provided,Others,Transfer out,Miscellaneous Stores
6289,not provided,Others,Transfer out,Miscellaneous Stores
6290,not provided,Others,Transfer out,Miscellaneous Stores
6291,not provided,Others,Transfer out,Miscellaneous Stores
6292,not provided,Others,Transfer out,Miscellaneous Stores
6293,not provided,Others,Transfer out,Miscellaneous Stores
6294,not provided,Others,Transfer out,Miscellaneous Stores
6295,not provided,Others,Transfer out,Miscellaneous Stores
6296,not provided,Others,Transfer out,Miscellaneous Stores
6297,not provided,Others,Transfer out,Miscellaneous Stores
6298,not provided,Others,Transfer out,Miscellaneous Stores
6299,not provided,Others,Transfer out,Miscellaneous Stores
6300,INSURANCE SALES AND UNDERWRITING,Insurance,Insurance,Miscellaneous Stores
6301,not provided,Others,Transfer out,Miscellaneous Stores
6302,not provided,Others,Transfer out,Miscellaneous Stores
6303,not provided,Others,Transfer out,Miscellaneous Stores
6304,not provided,Others,Transfer out,Miscellaneous Stores
6305,not provided,Others,Transfer out,Miscellaneous Stores
6306,not provided,Others,Transfer out,Miscellaneous Stores
6307,not provided,Others,Transfer out,Miscellaneous Stores
6308,not provided,Others,Transfer out,Miscellaneous Stores
6309,not provided,Others,Transfer out,Miscellaneous Stores
6310,not provided,Others,Transfer out,Miscellaneous Stores
6311,not provided,Others,Transfer out,Miscellaneous Stores
6312,not provided,Others,Transfer out,Miscellaneous Stores
6313,not provided,Others,Transfer out,Miscellaneous Stores
6314,not provided,Others,Transfer out,Miscellaneous Stores
6315,not provided,Others,Transfer out,Miscellaneous Stores
6316,not provided,Others,Transfer out,Miscellaneous Stores
6317,not provided,Others,Transfer out,Miscellaneous Stores
6318,not provided,Others,Transfer out,Miscellaneous Stores
6319,not provided,Others,Transfer out,Miscellaneous Stores
6320,not provided,Others,Transfer out,Miscellaneous Stores
6321,not provided,Others,Transfer out,Miscellaneous Stores
6322,not provided,Others,Transfer out,Miscellaneous Stores
6323,not provided,Others,Transfer out,Miscellaneous Stores
6324,not provided,Others,Transfer out,Miscellaneous Stores
6325,not provided,Others,Transfer out,Miscellaneous Stores
6326,not provided,Others,Transfer out,Miscellaneous Stores
6327,not provided,Others,Transfer out,Miscellaneous Stores
6328,not provided,Others,Transfer out,Miscellaneous Stores
6329,not provided,Others,Transfer out,Miscellaneous Stores
6330,not provided,Others,Transfer out,Miscellaneous Stores
6331,not provided,Others,Transfer out,Miscellaneous Stores
6332,not provided,Others,Transfer out,Miscellaneous Stores
6333,not provided,Others,Transfer out,Miscellaneous Stores
6334,not provided,Others,Transfer out,Miscellaneous Stores
6335,not provided,Others,Transfer out,Miscellaneous Stores
6336,not provided,Others,Transfer out,Miscellaneous Stores
6337,not provided,Others,Transfer out,Miscellaneous Stores
6338,not provided,Others,Transfer out,Miscellaneous Stores
6339,not provided,Others,Transfer out,Miscellaneous Stores
6340,not provided,Others,Transfer out,Miscellaneous Stores
6341,not provided,Others,Transfer out,Miscellaneous Stores
6342,not provided,Others,Transfer out,Miscellaneous Stores
6343,not provided,Others,Transfer out,Miscellaneous Stores
6344,not provided,Others,Transfer out,Miscellaneous Stores
6345,not provided,Others,Transfer out,Miscellaneous Stores
6346,not provided,Others,Transfer out,Miscellaneous Stores
6347,not provided,Others,Transfer out,Miscellaneous Stores
6348,not provided,Others,Transfer out,Miscellaneous Stores
6349,not provided,Others,Transfer out,Miscellaneous Stores
6350,not provided,Others,Transfer out,Miscellaneous Stores
6351,not provided,Others,Transfer out,Miscellaneous Stores
6352,not provided,Others,Transfer out,Miscellaneous Stores
6353,not provided,Others,Transfer out,Miscellaneous Stores
6354,not provided,Others,Transfer out,Miscellaneous Stores
6355,not provided,Others,Transfer out,Miscellaneous Stores
6356,not provided,Others,Transfer out,Miscellaneous Stores
6357,not provided,Others,Transfer out,Miscellaneous Stores
6358,not provided,Others,Transfer out,Miscellaneous Stores
6359,not provided,Others,Transfer out,Miscellaneous Stores
6360,not provided,Others,Transfer out,Miscellaneous Stores
6361,not provided,Others,Transfer out,Miscellaneous Stores
6362,not provided,Others,Transfer out,Miscellaneous Stores
6363,not provided,Others,Transfer out,Miscellaneous Stores
6364,not provided,Others,Transfer out,Miscellaneous Stores
6365,not provided,Others,Transfer out,Miscellaneous Stores
6366,not provided,Others,Transfer out,Miscellaneous Stores
6367,not provided,Others,Transfer out,Miscellaneous Stores
6368,not provided,Others,Transfer out,Miscellaneous Stores
6369,not provided,Others,Transfer out,Miscellaneous Stores
6370,not provided,Others,Transfer out,Miscellaneous Stores
6371,not provided,Others,Transfer out,Miscellaneous Stores
6372,not provided,Others,Transfer out,Miscellaneous Stores
6373,not provided,Others,Transfer out,Miscellaneous Stores
6374,not provided,Others,Transfer out,Miscellaneous Stores
6375,not provided,Others,Transfer out,Miscellaneous Stores
6376,not provided,Others,Transfer out,Miscellaneous Stores
6377,not provided,Others,Transfer out,Miscellaneous Stores
6378,not provided,Others,Transfer out,Miscellaneous Stores
6379,not provided,Others,Transfer out,Miscellaneous Stores
6380,not provided,Others,Transfer out,Miscellaneous Stores
6381,INSURANCE PREMIUMS,Insurance,Insurance,Miscellaneous Stores
6382,not provided,Others,Transfer out,Miscellaneous Stores
6383,not provided,Others,Transfer out,Miscellaneous Stores
6384,not provided,Others,Transfer out,Miscellaneous Stores
6385,not provided,Others,Transfer out,Miscellaneous Stores
6386,not provided,Others,Transfer out,Miscellaneous Stores
6387,not provided,Others,Transfer out,Miscellaneous Stores
6388,not provided,Others,Transfer out,Miscellaneous Stores
6389,not provided,Others,Transfer out,Miscellaneous Stores
6390,not provided,Others,Transfer out,Miscellaneous Stores
6391,not provided,Others,Transfer out,Miscellaneous Stores
6392,not provided,Others,Transfer out,Miscellaneous Stores
6393,not provided,Others,Transfer out,Miscellaneous Stores
6394,not provided,Others,Transfer out,Miscellaneous Stores
6395,not provided,Others,Transfer out,Miscellaneous Stores
6396,not provided,Others,Transfer out,Miscellaneous Stores
6397,not provided,Others,Transfer out,Miscellaneous Stores
6398,not provided,Others,Transfer out,Miscellaneous Stores
6399,INSURANCE (NEC),Insurance,Insurance,Miscellaneous Stores
6400,not provided,Others,Transfer out,Miscellaneous Stores
6401,not provided,Others,Transfer out,Miscellaneous Stores
6402,not provided,Others,Transfer out,Miscellaneous Stores
6403,not provided,Others,Transfer out,Miscellaneous Stores
6404,not provided,Others,Transfer out,Miscellaneous Stores
6405,not provided,Others,Transfer out,Miscellaneous Stores
6406,not provided,Others,Transfer out,Miscellaneous Stores
6407,not provided,Others,Transfer out,Miscellaneous Stores
6408,not provided,Others,Transfer out,Miscellaneous Stores
6409,not provided,Others,Transfer out,Miscellaneous Stores
6410,not provided,Others,Transfer out,Miscellaneous Stores
6411,not provided,Others,Transfer out,Miscellaneous Stores
6412,not provided,Others,Transfer out,Miscellaneous Stores
6413,not provided,Others,Transfer out,Miscellaneous Stores
6414,not provided,Others,Transfer out,Miscellaneous Stores
6415,not provided,Others,Transfer out,Miscellaneous Stores
6416,not provided,Others,Transfer out,Miscellaneous Stores
6417,not provided,Others,Transfer out,Miscellaneous Stores
6418,not provided,Others,Transfer out,Miscellaneous Stores
6419,not provided,Others,Transfer out,Miscellaneous Stores
6420,not provided,Others,Transfer out,Miscellaneous Stores
6421,not provided,Others,Transfer out,Miscellaneous Stores
6422,not provided,Others,Transfer out,Miscellaneous Stores
6423,not provided,Others,Transfer out,Miscellaneous Stores
6424,not provided,Others,Transfer out,Miscellaneous Stores
6425,not provided,Others,Transfer out,Miscellaneous Stores
6426,not provided,Others,Transfer out,Miscellaneous Stores
6427,not provided,Others,Transfer out,Miscellaneous Stores
6428,not provided,Others,Transfer out,Miscellaneous Stores
6429,not provided,Others,Transfer out,Miscellaneous Stores
6430,not provided,Others,Transfer out,Miscellaneous Stores
6431,not provided,Others,Transfer out,Miscellaneous Stores
6432,not provided,Others,Transfer out,Miscellaneous Stores
6433,not provided,Others,Transfer out,Miscellaneous Stores
6434,not provided,Others,Transfer out,Miscellaneous Stores
6435,not provided,Others,Transfer out,Miscellaneous Stores
6436,not provided,Others,Transfer out,Miscellaneous Stores
6437,not provided,Others,Transfer out,Miscellaneous Stores
6438,not provided,Others,Transfer out,Miscellaneous Stores
6439,not provided,Others,Transfer out,Miscellaneous Stores
6440,not provided,Others,Transfer out,Miscellaneous Stores
6441,not provided,Others,Transfer out,Miscellaneous Stores
6442,not provided,Others,Transfer out,Miscellaneous Stores
6443,not provided,Others,Transfer out,Miscellaneous Stores
6444,not provided,Others,Transfer out,Miscellaneous Stores
6445,not provided,Others,Transfer out,Miscellaneous Stores
6446,not provided,Others,Transfer out,Miscellaneous Stores
6447,not provided,Others,Transfer out,Miscellaneous Stores
6448,not provided,Others,Transfer out,Miscellaneous Stores
6449,not provided,Others,Transfer out,Miscellaneous Stores
6450,not provided,Others,Transfer out,Miscellaneous Stores
6451,not provided,Others,Transfer out,Miscellaneous Stores
6452,not provided,Others,Transfer out,Miscellaneous Stores
6453,not provided,Others,Transfer out,Miscellaneous Stores
6454,not provided,Others,Transfer out,Miscellaneous Stores
6455,not provided,Others,Transfer out,Miscellaneous Stores
6456,not provided,Others,Transfer out,Miscellaneous Stores
6457,not provided,Others,Transfer out,Miscellaneous Stores
6458,not provided,Others,Transfer out,Miscellaneous Stores
6459,not provided,Others,Transfer out,Miscellaneous Stores
6460,not provided,Others,Transfer out,Miscellaneous Stores
6461,not provided,Others,Transfer out,Miscellaneous Stores
6462,not provided,Others,Transfer out,Miscellaneous Stores
6463,not provided,Others,Transfer out,Miscellaneous Stores
6464,not provided,Others,Transfer out,Miscellaneous Stores
6465,not provided,Others,Transfer out,Miscellaneous Stores
6466,not provided,Others,Transfer out,Miscellaneous Stores
6467,not provided,Others,Transfer out,Miscellaneous Stores
6468,not provided,Others,Transfer out,Miscellaneous Stores
6469,not provided,Others,Transfer out,Miscellaneous Stores
6470,not provided,Others,Transfer out,Miscellaneous Stores
6471,not provided,Others,Transfer out,Miscellaneous Stores
6472,not provided,Others,Transfer out,Miscellaneous Stores
6473,not provided,Others,Transfer out,Miscellaneous Stores
6474,not provided,Others,Transfer out,Miscellaneous Stores
6475,not provided,Others,Transfer out,Miscellaneous Stores
6476,not provided,Others,Transfer out,Miscellaneous Stores
6477,not provided,Others,Transfer out,Miscellaneous Stores
6478,not provided,Others,Transfer out,Miscellaneous Stores
6479,not provided,Others,Transfer out,Miscellaneous Stores
6480,not provided,Others,Transfer out,Miscellaneous Stores
6481,not provided,Others,Transfer out,Miscellaneous Stores
6482,not provided,Others,Transfer out,Miscellaneous Stores
6483,not provided,Others,Transfer out,Miscellaneous Stores
6484,not provided,Others,Transfer out,Miscellaneous Stores
6485,not provided,Others,Transfer out,Miscellaneous Stores
6486,not provided,Others,Transfer out,Miscellaneous Stores
6487,not provided,Others,Transfer out,Miscellaneous Stores
6488,not provided,Others,Transfer out,Miscellaneous Stores
6489,not provided,Others,Transfer out,Miscellaneous Stores
6490,not provided,Others,Transfer out,Miscellaneous Stores
6491,not provided,Others,Transfer out,Miscellaneous Stores
6492,not provided,Others,Transfer out,Miscellaneous Stores
6493,not provided,Others,Transfer out,Miscellaneous Stores
6494,not provided,Others,Transfer out,Miscellaneous Stores
6495,not provided,Others,Transfer out,Miscellaneous Stores
6496,not provided,Others,Transfer out,Miscellaneous Stores
6497,not provided,Others,Transfer out,Miscellaneous Stores
6498,not provided,Others,Transfer out,Miscellaneous Stores
6499,not provided,Others,Transfer out,Miscellaneous Stores
6500,not provided,Others,Transfer out,Miscellaneous Stores
6501,not provided,Others,Transfer out,Miscellaneous Stores
6502,not provided,Others,Transfer out,Miscellaneous Stores
6503,not provided,Others,Transfer out,Miscellaneous Stores
6504,not provided,Others,Transfer out,Miscellaneous Stores
6505,not provided,Others,Transfer out,Miscellaneous Stores
6506,not provided,Others,Transfer out,Miscellaneous Stores
6507,not provided,Others,Transfer out,Miscellaneous Stores
6508,not provided,Others,Transfer out,Miscellaneous Stores
6509,not provided,Others,Transfer out,Miscellaneous Stores
6510,not provided,Others,Transfer out,Miscellaneous Stores
6511,not provided,Others,Transfer out,Miscellaneous Stores
6512,not provided,Others,Transfer out,Miscellaneous Stores
6513,REAL ESTATE AGENTS AND MANAGERS-RENTALS,Rentals,Transfer out,Miscellaneous Stores
6514,not provided,Others,Transfer out,Miscellaneous Stores
6515,not provided,Others,Transfer out,Miscellaneous Stores
6516,not provided,Others,Transfer out,Miscellaneous Stores
6517,not provided,Others,Transfer out,Miscellaneous Stores
6518,not provided,Others,Transfer out,Miscellaneous Stores
6519,not provided,Others,Transfer out,Miscellaneous Stores
6520,not provided,Others,Transfer out,Miscellaneous Stores
6521,not provided,Others,Transfer out,Miscellaneous Stores
6522,not provided,Others,Transfer out,Miscellaneous Stores
6523,not provided,Others,Transfer out,Miscellaneous Stores
6524,not provided,Others,Transfer out,Miscellaneous Stores
6525,not provided,Others,Transfer out,Miscellaneous Stores
6526,not provided,Others,Transfer out,Miscellaneous Stores
6527,not provided,Others,Transfer out,Miscellaneous Stores
6528,not provided,Others,Transfer out,Miscellaneous Stores
6529,REMOTE STORED VALUE LOAD-MEMBER FINANCIAL INSTITUTION,Payments,Transfer out,Miscellaneous Stores
6530,REMOTE STORED VALUE LOAD,Payments,Transfer out,Miscellaneous Stores
6531,PAYMENT SERVICE PROVIDER-MONEY TRANSFER,Payments,Transfer out,Miscellaneous Stores
6532,PAYMENT TRANSACTION - MEMBER FINANCIAL I,Payments,Transfer out,Miscellaneous Stores
6533,PAYMENT TRANSACTION - MERCHANT,Payments,Transfer out,Miscellaneous Stores
6534,MONEY TRANSFER-MEMBER FINANCIAL INSTITUT,Payments,Transfer out,Miscellaneous Stores
6535,VALUE PURCHASE-MEMBER FINANCIAL INSTITUT,Payments,Transfer out,Miscellaneous Stores
6536,MONEYSEND INTRACOUNTRY,Payments,Transfer out,Miscellaneous Stores
6537,MONEYSEND INTERCOUNTRY,Payments,Foreign Wallet,Miscellaneous Stores
6538,MASTERCARD MONEYSEND FUNDING TRANSACTION,Payments,Transfer out,Miscellaneous Stores
6539,not provided,Others,Transfer out,Miscellaneous Stores
6540,POI FUNDING TRANSACTIONS,Investments,Transfer out,Miscellaneous Stores
6541,not provided,Others,Transfer out,Miscellaneous Stores
6542,not provided,Others,Transfer out,Miscellaneous Stores
6543,not provided,Others,Transfer out,Miscellaneous Stores
6544,not provided,Others,Transfer out,Miscellaneous Stores
6545,not provided,Others,Transfer out,Miscellaneous Stores
6546,not provided,Others,Transfer out,Miscellaneous Stores
6547,not provided,Others,Transfer out,Miscellaneous Stores
6548,not provided,Others,Transfer out,Miscellaneous Stores
6549,not provided,Others,Transfer out,Miscellaneous Stores
6550,not provided,Others,Transfer out,Miscellaneous Stores
6551,not provided,Others,Transfer out,Miscellaneous Stores
6552,not provided,Others,Transfer out,Miscellaneous Stores
6553,not provided,Others,Transfer out,Miscellaneous Stores
6554,not provided,Others,Transfer out,Miscellaneous Stores
